timestamp,temperature
20250109T1700,5.630245
20250109T1800,4.3702455
20250109T1900,3.6102452
20250109T2000,3.0202456
20250109T2100,2.6902456
20250109T2200,2.4302454
20250109T2300,2.3802454
20250110T0000,2.4402454
20250110T0100,2.3902454
20250110T0200,2.1402454
20250110T0300,2.0902452
20250110T0400,1.9802454
20250110T0500,1.9902455
20250110T0600,1.8302454
20250110T0700,1.5202454
20250110T0800,1.8302454
20250110T0900,2.3002453
20250110T1000,3.1602454
20250110T1100,3.7802453
20250110T1200,4.3402452
20250110T1300,4.6202455
20250110T1400,4.6802454
20250110T1500,4.0102453
20250110T1600,3.3202453
20250110T1700,2.2102454
20250110T1800,0.8202454
20250110T1900,0.47024542
20250110T2000,0.5302454
20250110T2100,0.20024541
20250110T2200,-0.3697546
20250110T2300,-1.0997546
20250111T0000,-1.5097545
20250111T0100,-2.0097547
20250111T0200,-2.2597547
20250111T0300,-2.4197545
20250111T0400,-2.9297547
20250111T0500,-2.7797546
20250111T0600,-2.9897547
20250111T0700,-3.4197545
20250111T0800,-3.1197548
20250111T0900,-1.3397546
20250111T1000,0.11024541
20250111T1100,1.0802454
20250111T1200,1.8802454
20250111T1300,2.4502454
20250111T1400,2.4402454
20250111T1500,1.9702454
20250111T1600,0.9202454
20250111T1700,0.2602454
20250111T1800,-0.23975462
20250111T1900,-1.4497546
20250111T2000,-1.9997545
20250111T2100,-2.1097546
20250111T2200,-2.0797548
20250111T2300,-2.6297545
20250112T0000,-3.1697545
20250112T0100,-3.4897547
20250112T0200,-3.3097544
20250112T0300,-3.1897545
20250112T0400,-2.5697546
20250112T0500,-2.1697545
20250112T0600,-2.0297546
20250112T0700,-1.7997545
20250112T0800,-1.4197546
20250112T0900,-0.72975457
20250112T1000,0.14024541
20250112T1100,0.8702454
20250112T1200,1.6202455
20250112T1300,1.9802454
20250112T1400,2.1102452
20250112T1500,1.6502454
20250112T1600,0.5602454
20250112T1700,-0.4397546
20250112T1800,-1.5197545
20250112T1900,-2.2997546
20250112T2000,-2.8997545
20250112T2100,-2.9197545
20250112T2200,-3.1797547
20250112T2300,-3.479755
20250113T0000,-3.5797548
20250113T0100,-3.3597546
20250113T0200,-3.4297547
20250113T0300,-3.6997547
20250113T0400,-3.769755
20250113T0500,-3.749755
20250113T0600,-4.1797547
20250113T0700,-4.559755
20250113T0800,-3.3197546
20250113T0900,-1.3197546
20250113T1000,-0.009754598
20250113T1100,0.9102454
20250113T1200,1.7502455
20250113T1300,2.4502454
20250113T1400,2.3002453
20250113T1500,1.3902454
20250113T1600,-1.2097546
20250113T1700,-2.3297548
20250113T1800,-3.0797548
20250113T1900,-3.5897546
20250113T2000,-3.9497547
20250113T2100,-3.9497547
20250113T2200,-3.7897549
20250113T2300,-4.0897546
20250114T0000,-3.6097546
20250114T0100,-3.499755
20250114T0200,-3.769755
20250114T0300,-4.0697546
20250114T0400,-4.139755
20250114T0500,-5.3597546
20250114T0600,-5.809755
20250114T0700,-5.8397546
20250114T0800,-4.849755
20250114T0900,-2.5897546
20250114T1000,-0.9497546
20250114T1100,0.3802454
20250114T1200,1.3402455
20250114T1300,2.1202455
20250114T1400,2.5302453
20250114T1500,1.7402455
20250114T1600,1.1102455
20250114T1700,-0.27975458
20250114T1800,-2.8797545
20250114T1900,-3.8197546
20250114T2000,-4.3597546
20250114T2100,-5.0097547
20250114T2200,-5.249755
20250114T2300,-5.3597546
20250115T0000,-5.5297546
20250115T0100,-5.4497547
20250115T0200,-4.619755
20250115T0300,-3.3797545
20250115T0400,-2.4597545
20250115T0500,-1.7997545
20250115T0600,-1.2997546
20250115T0700,-1.1197546
20250115T0800,-0.9397546
20250115T0900,-0.23975462
20250115T1000,0.9802454
20250115T1100,1.8402454
20250115T1200,2.5702453
20250115T1300,3.2302456
20250115T1400,3.2002454
20250115T1500,2.8602452
20250115T1600,1.5402454
20250115T1700,1.1802454
20250115T1800,1.2302454
20250115T1900,1.1202455
20250115T2000,0.8502454
20250115T2100,0.8302454
20250115T2200,1.4202454
20250115T2300,1.3102454
20250116T0000,1.2102454
20250116T0100,1.3602455
20250116T0200,1.4002454
20250116T0300,1.4502454
20250116T0400,1.7702454
20250116T0500,1.6902454
20250116T0600,1.7102454
20250116T0700,1.6102453
20250116T0800,1.7302454
20250116T0900,2.4902453
20250116T1000,3.4802456
20250116T1100,4.3502455
20250116T1200,5.0302453
20250116T1300,5.3202453
20250116T1400,5.290245
20250116T1500,4.1602454
20250116T1600,4.4702454
20250116T1700,3.5902452
20250116T1800,1.8302454
20250116T1900,0.5602454
20250116T2000,0.22024539
20250116T2100,0.14024541
20250116T2200,0.17024541
20250116T2300,-0.04975462
20250117T0000,0.13024542
20250117T0100,0.070245415
20250117T0200,-0.46975458
20250117T0300,-0.7197546
20250117T0400,-0.8097546
20250117T0500,-0.8197546
20250117T0600,-0.85975456
20250117T0700,-0.48975456
20250117T0800,-0.1897546
20250117T0900,0.6202454
20250117T1000,1.2202454
20250117T1100,1.7102454
20250117T1200,2.0502453
20250117T1300,2.3402452
20250117T1400,2.4802454
20250117T1500,2.2902455
20250117T1600,2.5902452
20250117T1700,1.8302454
20250117T1800,1.0502454
20250117T1900,0.4902454
20250117T2000,-0.16975462
20250117T2100,-0.27975458
20250117T2200,-0.48975456
20250117T2300,-0.6797546
20250118T0000,-0.5997546
20250118T0100,-0.6697546
20250118T0200,-0.85975456
20250118T0300,-1.0997546
20250118T0400,-1.0597546
20250118T0500,-0.8397546
20250118T0600,-0.74975455
20250118T0700,-0.9497546
20250118T0800,-0.3697546
20250118T0900,0.2902454
20250118T1000,1.0802454
20250118T1100,2.0602455
20250118T1200,3.0202456
20250118T1300,3.8202453
20250118T1400,4.0502453
20250118T1500,3.2102456
20250118T1600,3.3502455
20250118T1700,1.8602453
20250118T1800,-1.1097546
20250118T1900,-2.1097546
20250118T2000,-2.4297547
20250118T2100,-3.0197544
20250118T2200,-2.5197544
20250118T2300,-2.8397546
20250119T0000,-2.9697547
20250119T0100,-3.2097545
20250119T0200,-3.1497545
20250119T0300,-3.2197547
20250119T0400,-3.3397546
20250119T0500,-3.2497544
20250119T0600,-3.1997547
20250119T0700,-3.2297544
20250119T0800,-2.7197547
20250119T0900,-1.7397546
20250119T1000,-1.0897546
20250119T1100,-0.2697546
20250119T1200,0.6602454
20250119T1300,1.3402455
20250119T1400,1.9802454
20250119T1500,2.3402452
20250119T1600,1.6102453
20250119T1700,-0.009754598
20250119T1800,-1.4197546
20250119T1900,-0.9697546
20250119T2000,-0.8397546
20250119T2100,-0.89975464
20250119T2200,-0.8497546
20250119T2300,-0.61975455
20250120T0000,-1.0097545
20250120T0100,-1.5797547
20250120T0200,-1.4097546
20250120T0300,-1.1697546
20250120T0400,-1.2697546
20250120T0500,-1.5597545
20250120T0600,-1.8697547
20250120T0700,-2.0697546
20250120T0800,-1.5497545
20250120T0900,-0.3897546
20250120T1000,1.6902454
20250120T1100,3.3002453
20250120T1200,4.670245
20250120T1300,5.8702455
20250120T1400,5.3302455
20250120T1500,4.9902453
20250120T1600,3.0202456
20250120T1700,0.9002454
20250120T1800,-0.05975461
20250120T1900,-0.63975465
20250120T2000,-1.0697546
20250120T2100,-1.3897547
20250120T2200,-1.3797545
20250120T2300,-1.1597546
20250121T0000,-1.3097546
20250121T0100,-1.8097545
20250121T0200,-2.1497545
20250121T0300,-2.3397546
20250121T0400,-2.1997547
20250121T0500,-2.1997547
20250121T0600,-1.9897546
20250121T0700,-1.9397546
20250121T0800,-1.8897547
20250121T0900,-0.61975455
20250121T1000,0.8302454
20250121T1100,2.2902455
20250121T1200,3.4402456
20250121T1300,4.5902452
20250121T1400,4.880245
20250121T1500,4.880245
20250121T1600,3.4202452
20250121T1700,0.4802454
20250121T1800,-0.09975457
20250121T1900,-0.4397546
20250121T2000,-0.87975454
20250121T2100,-1.6797546
20250121T2200,-1.9597546
20250121T2300,-2.0397544
20250122T0000,-1.9297546
20250122T0100,-1.7397546
20250122T0200,-1.5897547
20250122T0300,-1.3497546
20250122T0400,-1.0097545
20250122T0500,-0.86975455
20250122T0600,-0.51975465
20250122T0700,-0.40975457
20250122T0800,0.030245423
20250122T0900,0.7402454
20250122T1000,1.7902454
20250122T1100,3.0802455
20250122T1200,4.0402455
20250122T1300,4.8702455
20250122T1400,5.2202454
20250122T1500,5.5102453
20250122T1600,5.000245
20250122T1700,4.0702453
20250122T1800,3.5502453
20250122T1900,3.5802455
20250122T2000,3.8002453
20250122T2100,3.4702454
20250122T2200,3.3902454
20250122T2300,3.5802455
20250123T0000,4.0602455
20250123T0100,4.3502455
20250123T0200,4.5802455
20250123T0300,5.420245
20250123T0400,7.040245
20250123T0500,7.400245
20250123T0600,7.610245
20250123T0700,7.2802453
20250123T0800,6.520245
20250123T0900,6.210245
20250123T1000,6.3902454
20250123T1100,6.3202453
20250123T1200,6.5602455
20250123T1300,6.920245
20250123T1400,6.880245
20250123T1500,6.7602453
20250123T1600,5.5902452
20250123T1700,4.5202456
20250123T1800,4.7602453
20250123T1900,4.7202454
20250123T2000,4.5102453
20250123T2100,4.5202456
20250123T2200,4.0002456
20250123T2300,4.0002456
20250124T0000,3.3202453
20250124T0100,4.2702456
20250124T0200,4.0202456
20250124T0300,3.5302453
20250124T0400,3.1502452
20250124T0500,2.5602455
20250124T0600,2.3102455
20250124T0700,2.2302454
20250124T0800,2.5002456
20250124T0900,4.2302456
20250124T1000,6.5302453
20250124T1100,9.050245
20250124T1200,11.130245
20250124T1300,12.870245
20250124T1400,13.390245
20250124T1500,13.030245
20250124T1600,11.210245
20250124T1700,10.580245
20250124T1800,9.470245
20250124T1900,8.650246
20250124T2000,8.370246
20250124T2100,8.520246
20250124T2200,7.0702453
20250124T2300,5.8302455
20250125T0000,4.5602455
20250125T0100,4.670245
20250125T0200,5.3502455
20250125T0300,6.040245
20250125T0400,6.400245
20250125T0500,6.5502453
20250125T0600,6.9102454
20250125T0700,7.0102453
20250125T0800,7.520245
20250125T0900,9.580245
20250125T1000,10.970245
20250125T1100,13.080245
20250125T1200,14.510245
20250125T1300,15.120245
20250125T1400,15.220245
20250125T1500,14.300245
20250125T1600,12.390245
20250125T1700,10.220245
20250125T1800,9.510245
20250125T1900,8.850245
20250125T2000,8.700245
20250125T2100,8.510245
20250125T2200,8.740245
20250125T2300,9.040245
20250126T0000,8.840245
20250126T0100,8.170245
20250126T0200,8.050245
20250126T0300,8.150246
20250126T0400,8.470245
20250126T0500,8.120246
20250126T0600,7.4502454
20250126T0700,6.4902453
20250126T0800,6.000245
20250126T0900,6.4302454
20250126T1000,7.1002455
20250126T1100,8.280246
20250126T1200,9.270246
20250126T1300,10.100245
20250126T1400,10.110246
20250126T1500,9.400246
20250126T1600,8.460245
20250126T1700,7.9102454
20250126T1800,6.8902454
20250126T1900,7.250245
20250126T2000,7.3502455
20250126T2100,7.6602454
20250126T2200,9.520246
20250126T2300,9.370245
20250127T0000,8.730246
20250127T0100,8.520246
20250127T0200,8.720245
20250127T0300,8.860246
20250127T0400,9.170245
20250127T0500,9.610246
20250127T0600,9.680245
20250127T0700,10.200245
20250127T0800,10.090245
20250127T0900,9.900246
20250127T1000,10.070246
20250127T1100,10.500245
20250127T1200,10.760245
20250127T1300,10.340245
20250127T1400,10.960245
20250127T1500,10.330245
20250127T1600,9.290245
20250127T1700,8.680245
20250127T1800,8.420245
20250127T1900,8.510245
20250127T2000,8.650246
20250127T2100,8.210245
20250127T2200,7.5102453
20250127T2300,7.1402454
20250128T0000,6.8002453
20250128T0100,6.420245
20250128T0200,6.540245
20250128T0300,6.880245
20250128T0400,6.980245
20250128T0500,6.7602453
20250128T0600,6.790245
20250128T0700,6.8402452
20250128T0800,6.8202453
20250128T0900,7.2602453
20250128T1000,8.030246
20250128T1100,8.690246
20250128T1200,9.370245
20250128T1300,9.840245
20250128T1400,10.010245
20250128T1500,9.980246
20250128T1600,9.650246
20250128T1700,9.000245
20250128T1800,8.400246
20250128T1900,7.9502454
20250128T2000,7.7602453
20250128T2100,7.7602453
20250128T2200,7.7602453
20250128T2300,7.6602454
20250129T0000,7.5702453
20250129T0100,7.610245
20250129T0200,7.710245
20250129T0300,7.6402454
20250129T0400,7.360245
20250129T0500,7.360245
20250129T0600,7.2402453
20250129T0700,7.170245
20250129T0800,7.3402452
20250129T0900,7.8402452
20250129T1000,8.420245
20250129T1100,9.150246
20250129T1200,9.720245
20250129T1300,10.170245
20250129T1400,10.430245
20250129T1500,10.160245
20250129T1600,7.9702454
20250129T1700,5.4702454
20250129T1800,5.020245
20250129T1900,4.4602456
20250129T2000,4.0202456
20250129T2100,3.4202452
20250129T2200,3.2702456
20250129T2300,3.1602454
20250130T0000,3.1602454
20250130T0100,2.8802452
20250130T0200,2.8702455
20250130T0300,2.9502454
20250130T0400,3.0802455
20250130T0500,3.4102454
20250130T0600,3.5902452
20250130T0700,3.8202453
20250130T0800,4.1802454
20250130T0900,5.3102455
20250130T1000,6.7802453
20250130T1100,7.610245
20250130T1200,7.880245
20250130T1300,8.020246
20250130T1400,7.980245
20250130T1500,7.8202453
20250130T1600,7.110245
20250130T1700,6.7202454
20250130T1800,6.210245
20250130T1900,6.170245
20250130T2000,5.750245
20250130T2100,5.6802454
20250130T2200,6.0802455
20250130T2300,5.8502455
20250131T0000,5.9102454
20250131T0100,5.8502455
20250131T0200,5.9502454
20250131T0300,5.790245
20250131T0400,5.460245
20250131T0500,4.980245
20250131T0600,4.3702455
20250131T0700,3.9202452
20250131T0800,3.7202454
20250131T0900,4.130245
20250131T1000,4.8502455
20250131T1100,5.2402453
20250131T1200,5.6402454
20250131T1300,5.7802453
20250131T1400,5.750245
20250131T1500,5.4902453
20250131T1600,4.9502454
20250131T1700,4.170245
20250131T1800,3.4902453
20250131T1900,2.8602452
20250131T2000,2.2202454
20250131T2100,1.6202455
20250131T2200,1.0502454
20250131T2300,1.0602454
20250201T0000,0.7002454
20250201T0100,0.2502454
20250201T0200,0.070245415
20250201T0300,-0.03975457
20250201T0400,-0.33975458
20250201T0500,-0.4597546
20250201T0600,-0.3297546
20250201T0700,-0.5397546
20250201T0800,0.4202454
20250201T0900,1.2602453
20250201T1000,2.4402454
20250201T1100,3.3002453
20250201T1200,3.9202452
20250201T1300,4.5802455
20250201T1400,4.880245
20250201T1500,4.730245
20250201T1600,4.2002454
20250201T1700,3.1402454
20250201T1800,3.4302454
20250201T1900,3.4302454
20250201T2000,2.5502453
20250201T2100,1.8002454
20250201T2200,1.2702454
20250201T2300,1.0602454
20250202T0000,0.9502454
20250202T0100,0.6302454
20250202T0200,0.5402454
20250202T0300,0.5102454
20250202T0400,0.8002454
20250202T0500,1.1102455
20250202T0600,1.3502455
20250202T0700,1.6102453
20250202T0800,1.5202454
20250202T0900,1.6202455
20250202T1000,2.0002456
20250202T1100,2.5302453
20250202T1200,3.2002454
20250202T1300,3.6902456
20250202T1400,3.9902453
20250202T1500,4.0302453
20250202T1600,2.6902456
20250202T1700,2.9702454
20250202T1800,3.4202452
20250202T1900,2.2602453
20250202T2000,1.5002453
20250202T2100,1.7202454
20250202T2200,0.5902454
20250202T2300,0.4302454
20250203T0000,0.23024541
20250203T0100,-0.05975461
20250203T0200,-0.22975457
20250203T0300,-0.34975457
20250203T0400,-0.2697546
20250203T0500,-0.39975458
20250203T0600,-0.3897546
20250203T0700,-0.3097546
20250203T0800,0.3802454
20250203T0900,0.89024544
20250203T1000,1.1502454
20250203T1100,1.8602453
20250203T1200,2.3602452
20250203T1300,2.9002452
20250203T1400,3.1102452
20250203T1500,2.8002453
20250203T1600,1.7002454
20250203T1700,2.9602456
20250203T1800,2.3202453
20250203T1900,1.9502454
20250203T2000,1.7902454
20250203T2100,0.7202454
20250203T2200,0.3002454
20250203T2300,-0.14975458
20250204T0000,-0.5397546
20250204T0100,-0.87975454
20250204T0200,-1.0097545
20250204T0300,-1.1397547
20250204T0400,-1.3697546
20250204T0500,-1.3797545
20250204T0600,-1.2797546
20250204T0700,-1.1697546
20250204T0800,-0.76975465
20250204T0900,-0.16975462
20250204T1000,0.9602454
20250204T1100,2.0602455
20250204T1200,3.4002452
20250204T1300,4.5602455
20250204T1400,5.2402453
20250204T1500,5.3202453
20250204T1600,4.150245
20250204T1700,2.4702454
20250204T1800,1.1202455
20250204T1900,0.5902454
20250204T2000,-1.2997546
20250204T2100,-2.2597547
20250204T2200,-2.5597544
20250204T2300,-2.7997546
20250205T0000,-3.0297546
20250205T0100,-3.1697545
20250205T0200,-3.5297546
20250205T0300,-3.6797547
20250205T0400,-3.8697548
20250205T0500,-3.9197545
20250205T0600,-3.8997545
20250205T0700,-3.8997545
20250205T0800,-2.5097547
20250205T0900,-0.60975456
20250205T1000,1.0302454
20250205T1100,2.1502454
20250205T1200,3.2102456
20250205T1300,4.0202456
20250205T1400,4.730245
20250205T1500,4.650245
20250205T1600,2.5502453
20250205T1700,0.9802454
20250205T1800,-0.04975462
20250205T1900,-0.47975457
20250205T2000,-0.8297546
20250205T2100,-0.98975456
20250205T2200,-0.73975456
20250205T2300,-0.98975456
20250206T0000,-1.1297545
20250206T0100,-0.8297546
20250206T0200,-0.6697546
20250206T0300,-0.6697546
20250206T0400,-0.3797546
20250206T0500,-0.07975459
20250206T0600,0.17024541
20250206T0700,0.4002454
20250206T0800,1.2302454
20250206T0900,1.8502454
20250206T1000,2.3702455
20250206T1100,2.7402453
20250206T1200,3.2102456
20250206T1300,3.5102453
20250206T1400,3.7702456
20250206T1500,3.7002454
20250206T1600,3.3402452
20250206T1700,3.0202456
20250206T1800,2.5802455
20250206T1900,2.5302453
20250206T2000,2.8302455
20250206T2100,2.6302452
20250206T2200,2.6802454
20250206T2300,2.6202455
20250207T0000,2.5402455
20250207T0100,2.2302454
20250207T0200,1.8502454
20250207T0300,1.6102453
20250207T0400,1.5102453
20250207T0500,1.4602454
20250207T0600,1.3302454
20250207T0700,1.1102455
20250207T0800,1.6402454
20250207T0900,2.5702453
20250207T1000,3.6102452
20250207T1100,4.8102455
20250207T1200,5.960245
20250207T1300,6.650245
20250207T1400,6.860245
20250207T1500,6.500245
20250207T1600,5.110245
20250207T1700,3.9102454
20250207T1800,2.2302454
20250207T1900,0.9802454
20250207T2000,0.13024542
20250207T2100,-0.29975462
20250207T2200,-0.3197546
20250207T2300,-0.5997546
20250208T0000,-0.86975455
20250208T0100,-0.8297546
20250208T0200,-0.63975465
20250208T0300,-0.5397546
20250208T0400,-0.89975464
20250208T0500,-0.9397546
20250208T0600,-0.9597546
20250208T0700,-1.0097545
20250208T0800,0.3202454
20250208T0900,2.1302454
20250208T1000,4.1402454
20250208T1100,5.8202453
20250208T1200,7.2202454
20250208T1300,8.240246
20250208T1400,8.650246
20250208T1500,8.280246
20250208T1600,7.360245
20250208T1700,6.1402454
20250208T1800,5.110245
20250208T1900,4.6402454
20250208T2000,2.6702452
20250208T2100,1.4002454
20250208T2200,1.2702454
20250208T2300,1.4202454
20250209T0000,1.5502454
20250209T0100,1.9402454
20250209T0200,2.1902454
20250209T0300,2.1602454
20250209T0400,2.2902455
20250209T0500,2.1402454
20250209T0600,1.7102454
20250209T0700,1.8502454
20250209T0800,2.8502455
20250209T0900,3.9602456
20250209T1000,4.8202453
20250209T1100,6.130245
20250209T1200,7.4302454
20250209T1300,8.3102455
20250209T1400,8.610246
20250209T1500,8.720245
20250209T1600,7.460245
20250209T1700,5.2202454
20250209T1800,4.380245
20250209T1900,3.6102452
20250209T2000,2.6502452
20250209T2100,1.6002454
20250209T2200,1.1802454
20250209T2300,1.1802454
20250210T0000,1.0402454
20250210T0100,0.9402454
20250210T0200,1.1602454
20250210T0300,1.5402454
20250210T0400,1.8802454
20250210T0500,1.9402454
20250210T0600,2.3102455
20250210T0700,2.4902453
20250210T0800,2.8702455
20250210T0900,3.7302456
20250210T1000,4.420245
20250210T1100,5.4102454
20250210T1200,5.7802453
20250210T1300,6.1002455
20250210T1400,6.3002453
20250210T1500,6.650245
20250210T1600,6.6202455
20250210T1700,6.4302454
20250210T1800,5.960245
20250210T1900,6.020245
20250210T2000,6.0702453
20250210T2100,6.2602453
20250210T2200,6.3702455
20250210T2300,6.5502453
20250211T0000,6.110245
20250211T0100,5.900245
20250211T0200,6.130245
20250211T0300,6.270245
20250211T0400,6.3902454
20250211T0500,6.2802453
20250211T0600,6.1602454
20250211T0700,6.0802455
20250211T0800,6.3402452
20250211T0900,6.5502453
20250211T1000,7.1402454
20250211T1100,7.750245
20250211T1200,8.170245
20250211T1300,8.380245
20250211T1400,8.470245
20250211T1500,8.3102455
20250211T1600,8.210245
20250211T1700,7.8702455
20250211T1800,7.750245
20250211T1900,7.610245
20250211T2000,7.3702455
20250211T2100,7.110245
20250211T2200,7.3902454
20250211T2300,7.3202453
20250212T0000,7.2202454
20250212T0100,7.0302453
20250212T0200,6.9902453
20250212T0300,6.9502454
20250212T0400,6.9702454
20250212T0500,6.920245
20250212T0600,6.960245
20250212T0700,6.960245
20250212T0800,7.540245
20250212T0900,8.760245
20250212T1000,10.020246
20250212T1100,10.890245
20250212T1200,11.600245
20250212T1300,11.710245
20250212T1400,11.480246
20250212T1500,11.390245
20250212T1600,10.980246
20250212T1700,9.530245
20250212T1800,9.420245
20250212T1900,9.170245
20250212T2000,8.920245
20250212T2100,8.790245
20250212T2200,8.390245
20250212T2300,8.180245
20250213T0000,8.120246
20250213T0100,8.250245
20250213T0200,8.090245
20250213T0300,7.980245
20250213T0400,7.7602453
20250213T0500,7.5302453
20250213T0600,7.1802454
20250213T0700,6.9702454
20250213T0800,6.6402454
20250213T0900,6.1202455
20250213T1000,5.1002455
20250213T1100,4.2602453
20250213T1200,3.6902456
20250213T1300,3.8302455
20250213T1400,4.3502455
20250213T1500,4.2902455
20250213T1600,4.2902455
20250213T1700,3.6502452
20250213T1800,3.1602454
20250213T1900,2.7202454
20250213T2000,2.5202456
20250213T2100,2.3002453
20250213T2200,2.9302454
20250213T2300,2.8802452
20250214T0000,2.6002455
20250214T0100,1.8702455
20250214T0200,1.2902454
20250214T0300,0.5402454
20250214T0400,0.11024541
20250214T0500,-0.1297546
20250214T0600,-0.3697546
20250214T0700,-0.60975456
20250214T0800,-0.4397546
20250214T0900,0.13024542
20250214T1000,0.4902454
20250214T1100,0.8202454
20250214T1200,1.0802454
20250214T1300,1.2002454
20250214T1400,1.2802454
20250214T1500,1.3702455
20250214T1600,1.1902454
20250214T1700,0.6002454
20250214T1800,0.050245404
20250214T1900,-0.4397546
